Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
130,Raymond Felton,PG,29,NYK,13,13,34.8,4.5,11.2,.397,1.2,4.1,.283,3.3,7.2,.462,1.1,1.4,.778,0.8,1.8,2.5,5.6,1.2,0.7,2.4,2.7,11.2
131,Landry Fields,SF,25,TOR,14,0,13.6,1.2,2.9,.415,0.0,0.1,.000,1.2,2.8,.436,0.8,1.4,.579,0.8,2.0,2.8,1.0,0.2,0.1,0.4,1.6,3.2
132,Derek Fisher,SG,39,OKC,16,0,13.1,1.1,2.9,.370,0.1,1.1,.111,0.9,1.8,.536,0.6,0.6,1.000,0.2,1.2,1.4,1.0,0.6,0.0,0.4,1.6,2.9
133,Evan Fournier,SG,21,DEN,18,0,11.5,1.6,4.1,.384,0.6,1.6,.357,1.0,2.5,.400,0.6,0.9,.588,0.3,1.1,1.4,0.7,0.1,0.2,0.5,1.7,4.2
134,Randy Foye,SG,30,DEN,18,18,25.5,3.4,8.4,.401,1.9,5.2,.376,1.4,3.3,.441,1.4,1.8,.788,0.1,2.1,2.2,2.2,0.8,0.6,1.2,2.6,10.2
135,Jamaal Franklin,SG,22,MEM,6,0,6.5,0.7,1.2,.571,0.0,0.2,.000,0.7,1.0,.667,0.0,0.0,,0.3,1.3,1.7,0.3,0.0,0.2,0.2,1.0,1.3
136,Jimmer Fredette,SG,24,SAC,6,0,12.2,1.5,4.2,.360,0.7,1.3,.500,0.8,2.8,.294,0.3,0.3,1.000,0.2,1.5,1.7,1.7,0.7,0.0,0.5,0.3,4.0
137,Joel Freeland,C,26,POR,18,0,14.5,1.4,3.3,.424,0.0,0.1,.000,1.4,3.2,.439,0.7,0.8,.857,1.8,1.6,3.4,1.1,0.3,0.6,0.8,1.9,3.4
138,Channing Frye,PF,30,PHO,19,19,27.2,4.2,8.8,.470,1.8,4.6,.398,2.3,4.2,.550,0.7,0.8,.813,0.9,4.4,5.3,0.9,0.9,0.8,0.8,3.3,10.8
139,Francisco Garcia,SF,32,HOU,19,2,21.4,2.9,6.8,.426,1.7,4.6,.375,1.2,2.2,.537,0.4,0.5,.700,0.3,2.2,2.5,1.3,0.6,0.8,0.8,2.1,7.9
140,Kevin Garnett,C,37,BRK,17,17,22.5,3.1,8.2,.371,0.0,0.2,.000,3.1,8.1,.380,0.4,0.4,.857,1.4,6.1,7.5,1.8,0.9,0.8,1.2,2.8,6.5
141,Diante Garrett,PG,25,UTA,11,0,15.2,1.8,4.2,.435,0.5,1.2,.385,1.4,3.0,.455,0.0,0.0,,0.3,0.5,0.8,3.2,0.8,0.0,1.4,0.5,4.1
142,Marc Gasol,C,29,MEM,13,13,34.4,5.9,12.9,.458,0.0,0.1,.000,5.9,12.8,.461,4.2,4.7,.885,1.5,5.5,7.1,4.3,0.9,1.1,1.7,2.5,16.0
143,Pau Gasol,C,33,LAL,18,18,30.6,6.0,14.3,.419,0.2,0.5,.333,5.8,13.8,.422,2.1,2.9,.717,1.7,8.3,9.9,3.1,0.2,1.3,2.3,1.9,14.3
144,Rudy Gay,SF,27,TOR,17,17,35.6,7.3,18.8,.388,1.2,3.3,.375,6.1,15.5,.390,3.8,4.9,.762,1.6,5.6,7.2,2.2,1.5,1.3,3.4,2.6,19.6
145,Alonzo Gee,SF,26,CLE,18,9,20.1,1.5,3.3,.458,0.4,1.1,.350,1.1,2.2,.513,0.6,0.7,.833,0.4,2.1,2.6,0.7,0.8,0.2,0.9,1.9,3.9
146,Paul George,SF,23,IND,19,19,36.5,8.7,18.6,.469,2.6,6.7,.394,6.1,11.9,.511,4.5,5.3,.842,0.7,5.3,5.9,3.4,2.2,0.4,2.7,2.3,24.6
147,Taj Gibson,PF,28,CHI,17,0,25.8,5.0,10.1,.497,0.0,0.1,.000,5.0,10.0,.500,1.9,2.7,.717,2.6,3.9,6.5,0.6,0.4,1.2,1.4,2.5,11.9
148,Manu Ginobili,SG,36,SAS,18,0,23.4,4.0,9.0,.444,1.3,3.9,.343,2.7,5.1,.522,1.0,1.1,.900,0.4,3.2,3.6,4.5,1.1,0.2,1.8,2.1,10.3
149,Rudy Gobert,C,21,UTA,14,0,11.5,0.8,1.7,.458,0.0,0.0,,0.8,1.7,.458,0.8,2.1,.379,1.6,2.9,4.6,0.1,0.3,0.8,1.2,1.9,2.4
150,Ryan Gomes,SF,31,OKC,3,0,7.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.3,1.7,1.3
151,Archie Goodwin,SG,19,PHO,18,0,11.1,1.6,3.8,.406,0.1,1.1,.100,1.4,2.7,.531,0.4,0.7,.538,0.3,1.4,1.7,0.4,0.4,0.3,1.1,0.7,3.6
152,Ben Gordon,SG,30,CHA,4,0,11.5,1.3,4.8,.263,0.0,1.0,.000,1.3,3.8,.333,1.8,2.5,.700,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.8,4.3
153,Eric Gordon,SG,25,NOP,18,18,32.2,5.6,13.6,.414,1.6,4.2,.368,4.1,9.3,.435,3.2,4.0,.792,0.6,2.3,2.9,3.0,1.8,0.2,2.1,1.6,15.9
154,Marcin Gortat,C,29,WAS,18,17,34.1,5.7,10.2,.554,0.1,0.1,1.000,5.6,10.2,.552,1.9,2.8,.686,2.1,7.1,9.2,1.6,0.5,1.6,1.7,2.2,13.3
155,Aaron Gray,C,29,TOR,4,0,5.0,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,0.3,0.5,.500,0.8,1.3,2.0,0.8,0.0,0.0,1.0,1.8,1.3
156,Danny Green,SG,26,SAS,18,18,23.6,2.9,6.7,.430,1.8,4.2,.427,1.1,2.6,.435,0.2,0.2,1.000,0.3,3.1,3.3,1.4,1.2,0.9,1.1,1.2,7.8
157,Draymond Green,SF,23,GSW,19,0,19.1,1.8,4.0,.447,0.8,2.1,.375,1.0,1.9,.528,0.7,1.3,.542,0.6,3.5,4.1,1.3,1.2,0.8,1.0,2.1,5.1
158,Gerald Green,SG,28,PHO,19,12,28.0,4.8,11.0,.435,2.4,6.6,.365,2.4,4.4,.542,1.5,1.9,.806,0.5,2.2,2.7,1.4,0.6,0.4,1.9,2.8,13.5
159,Jeff Green,SF,27,BOS,20,20,34.1,5.7,12.6,.454,1.4,3.7,.384,4.3,8.9,.483,4.0,5.1,.775,0.8,3.7,4.5,1.7,0.4,0.4,2.0,1.8,16.8
160,Willie Green,SG,32,LAC,8,3,13.3,1.3,4.1,.303,0.3,1.1,.222,1.0,3.0,.333,0.4,0.5,.750,0.3,0.6,0.9,0.3,0.3,0.1,0.3,1.4,3.1
161,Blake Griffin,PF,24,LAC,20,20,36.6,8.4,15.8,.533,0.2,0.3,.500,8.3,15.5,.534,4.1,6.2,.653,2.4,8.4,10.8,3.1,1.1,0.7,2.7,3.5,21.0
162,Jordan Hamilton,SF,23,DEN,16,7,17.3,3.3,7.5,.433,1.5,3.9,.381,1.8,3.6,.491,0.8,1.0,.813,0.6,3.1,3.7,0.9,0.8,0.3,1.1,1.0,8.8
163,Tyler Hansbrough,PF,28,TOR,17,2,21.3,1.8,4.2,.437,0.0,0.1,.000,1.8,4.1,.443,3.1,4.1,.757,2.8,3.6,6.4,0.4,0.4,0.4,0.9,2.7,6.8
164,Tim Hardaway,SG,21,NYK,16,0,15.6,2.8,6.2,.444,1.3,3.2,.392,1.5,3.0,.500,0.8,0.9,.867,0.3,0.7,1.0,0.8,0.3,0.1,0.5,1.2,7.6
165,James Harden,SG,24,HOU,16,16,38.7,7.1,16.1,.440,1.9,6.6,.292,5.1,9.4,.543,7.8,9.0,.861,0.9,3.6,4.5,5.5,1.6,0.6,4.1,2.8,23.8
166,Maurice Harkless,SF,20,ORL,18,13,24.8,3.1,6.8,.451,0.8,2.0,.389,2.3,4.8,.477,1.2,2.4,.500,1.1,2.4,3.6,0.9,1.2,0.7,1.3,2.3,8.1
167,Josh Harrellson,C,24,DET,10,0,7.6,1.1,2.3,.478,0.3,0.9,.333,0.8,1.4,.571,0.0,0.0,,0.7,0.7,1.4,0.2,0.2,0.2,0.2,1.0,2.5
168,Al Harrington,PF,33,WAS,7,0,18.6,2.7,7.4,.365,1.7,4.0,.429,1.0,3.4,.292,0.7,1.0,.714,0.0,1.4,1.4,1.0,0.6,0.0,1.3,2.3,7.9
169,Elias Harris,SF,24,LAL,2,0,5.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
170,Mike Harris,PF,30,UTA,14,0,12.1,1.1,2.9,.400,0.0,0.1,.000,1.1,2.7,.421,1.6,1.6,.957,0.7,1.0,1.7,0.3,0.9,0.4,0.6,1.8,3.9
171,Tobias Harris,PF,21,ORL,1,0,16.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0
172,Udonis Haslem,PF,33,MIA,10,6,14.4,1.3,2.9,.448,0.0,0.0,,1.3,2.9,.448,0.7,1.2,.583,0.7,1.6,2.3,0.2,0.2,0.2,0.6,2.3,3.3
173,Spencer Hawes,C,25,PHI,17,17,33.3,6.3,12.4,.510,1.9,4.2,.451,4.4,8.2,.540,1.7,2.4,.725,1.9,8.1,9.9,3.0,0.5,1.7,2.2,2.9,16.2
174,Chuck Hayes,C,30,SAC,14,1,10.4,0.7,1.6,.435,0.0,0.0,,0.7,1.6,.435,0.1,0.3,.500,1.1,1.4,2.5,0.3,0.7,0.1,0.4,1.1,1.6
175,Gordon Hayward,SF,23,UTA,20,20,36.9,5.9,14.9,.393,1.1,3.8,.289,4.8,11.1,.428,3.9,4.8,.821,1.0,4.4,5.4,5.1,1.4,0.5,3.2,2.3,16.7
176,Gerald Henderson,SG,26,CHA,19,19,32.2,5.3,13.2,.400,0.4,1.2,.304,4.9,11.9,.410,3.7,4.6,.795,0.7,4.1,4.8,2.5,1.0,0.3,1.9,2.3,14.6
177,Xavier Henry,SF,22,LAL,18,2,19.3,3.0,6.8,.439,0.8,1.7,.452,2.2,5.1,.435,2.4,4.1,.581,0.7,1.9,2.6,0.7,0.8,0.1,1.2,1.8,9.2
178,John Henson,PF,23,MIL,18,5,25.2,4.5,9.0,.500,0.0,0.0,,4.5,9.0,.500,1.4,2.3,.619,1.8,4.6,6.4,1.6,0.7,2.2,1.2,2.6,10.4
179,Roy Hibbert,C,27,IND,19,19,30.8,4.6,9.9,.468,0.1,0.2,.333,4.6,9.7,.470,3.2,4.2,.759,3.5,5.6,9.1,1.3,0.3,3.4,2.4,3.3,12.5
180,J.J. Hickson,PF,25,DEN,18,15,24.8,4.3,9.0,.475,0.0,0.1,.000,4.3,8.9,.478,1.6,3.0,.537,2.7,5.6,8.2,0.8,0.6,0.8,1.6,2.4,10.2
181,Nene Hilario,PF,31,WAS,15,15,33.1,5.7,11.1,.509,0.0,0.1,.000,5.7,11.1,.512,3.7,5.6,.667,1.3,5.2,6.5,2.9,1.0,1.1,1.9,3.3,15.1
182,George Hill,PG,27,IND,16,16,33.0,4.0,10.1,.398,1.5,4.0,.375,2.5,6.1,.412,2.6,3.2,.824,0.6,2.9,3.5,4.3,1.1,0.6,1.8,2.0,12.1
183,Jordan Hill,PF,26,LAL,18,10,22.0,3.8,7.0,.540,0.0,0.0,,3.8,7.0,.540,1.4,2.1,.658,3.2,5.3,8.5,1.1,0.4,1.0,1.2,2.6,8.9
184,Solomon Hill,SF,22,IND,14,0,9.6,0.5,1.5,.333,0.3,1.1,.250,0.2,0.4,.600,0.2,0.2,1.000,0.6,1.2,1.8,0.6,0.1,0.1,0.5,0.8,1.5
185,Kirk Hinrich,PG,33,CHI,17,7,30.8,2.9,7.6,.380,1.0,3.2,.315,1.9,4.4,.427,2.2,2.6,.841,0.4,2.8,3.2,5.2,0.9,0.4,2.1,3.2,8.9
186,Jrue Holiday,PG,23,NOP,18,18,34.4,6.2,14.1,.443,1.0,2.3,.429,5.2,11.7,.445,1.7,1.9,.882,1.0,3.3,4.3,8.1,1.5,0.4,3.3,2.9,15.1
187,Ryan Hollins,PF,29,LAC,17,0,9.8,1.2,1.7,.690,0.0,0.0,,1.2,1.7,.690,0.6,1.2,.500,0.5,1.3,1.8,0.1,0.1,0.5,0.8,2.0,2.9
188,Al Horford,C,27,ATL,20,20,32.8,7.6,13.9,.547,0.1,0.3,.167,7.6,13.6,.555,2.0,3.1,.645,1.9,6.1,8.0,2.4,1.1,1.7,2.3,1.8,17.3
189,Dwight Howard,C,28,HOU,20,20,33.3,5.7,10.3,.556,0.0,0.1,.000,5.7,10.2,.559,5.2,9.4,.548,3.5,9.1,12.6,1.8,0.6,1.8,3.2,3.7,16.6
190,Robbie Hummel,SF,24,MIN,14,1,11.8,1.0,3.1,.326,0.5,2.0,.250,0.5,1.1,.467,0.2,0.2,1.000,0.6,2.1,2.7,0.4,0.4,0.1,0.2,1.5,2.7
191,Kris Humphries,PF,28,BOS,15,0,13.5,1.8,3.7,.482,0.0,0.1,.000,1.8,3.7,.491,0.9,1.1,.824,0.9,3.1,4.1,0.4,0.1,0.9,0.7,1.2,4.5
192,Serge Ibaka,PF,24,OKC,17,17,34.1,6.3,12.4,.510,0.2,0.6,.273,6.1,11.7,.523,1.9,2.4,.805,3.0,7.1,10.1,0.9,0.2,2.6,1.4,2.5,14.7
193,Andre Iguodala,SF,30,GSW,13,13,37.2,4.6,8.5,.545,1.8,3.7,.479,2.8,4.8,.597,1.9,3.2,.610,0.5,3.7,4.2,6.3,1.9,0.3,2.5,2.1,12.9
194,Ersan Ilyasova,PF,26,MIL,11,7,25.0,4.1,8.7,.469,0.6,2.0,.318,3.5,6.7,.514,0.5,0.7,.750,1.5,3.4,4.9,1.8,1.2,0.3,1.9,2.5,9.4
195,Kyrie Irving,PG,21,CLE,18,18,34.9,7.7,19.1,.404,1.5,4.8,.310,6.2,14.3,.436,3.8,4.8,.802,0.8,2.6,3.3,5.8,1.0,0.2,3.2,2.4,20.8
196,Jarrett Jack,PG,30,CLE,18,0,26.8,3.7,8.7,.427,0.9,2.4,.372,2.8,6.3,.447,1.1,1.2,.864,0.2,2.1,2.3,3.7,0.8,0.5,2.3,1.3,9.4
197,Reggie Jackson,PG,23,OKC,17,3,24.3,4.5,9.4,.481,0.6,2.1,.306,3.9,7.3,.532,1.5,1.6,.929,0.4,3.5,3.8,3.5,0.9,0.1,2.1,1.2,11.2
198,Bernard James,C,28,DAL,8,0,5.6,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,0.3,0.3,1.000,0.5,1.1,1.6,0.1,0.0,0.1,0.6,1.1,1.3
199,LeBron James,PF,29,MIA,19,19,35.4,9.1,15.6,.584,1.5,3.2,.459,7.6,12.4,.617,6.1,7.6,.793,0.6,5.1,5.7,6.1,1.2,0.4,3.5,1.3,25.7
200,Mike James,PG,38,CHI,6,0,5.8,0.2,1.5,.111,0.0,0.3,.000,0.2,1.2,.143,0.0,0.0,,0.0,0.5,0.5,1.0,0.2,0.0,0.2,1.3,0.3
201,Antawn Jamison,PF,37,LAC,6,0,15.0,2.0,5.3,.375,0.8,1.5,.556,1.2,3.8,.304,1.2,1.7,.700,0.3,2.8,3.2,0.3,0.5,0.0,0.7,2.2,6.0
202,Al Jefferson,PF,29,CHA,10,10,30.9,6.7,13.9,.482,0.0,0.0,,6.7,13.9,.482,2.7,4.0,.675,2.7,6.1,8.8,2.0,0.9,1.6,1.3,2.8,16.1
203,Richard Jefferson,SF,33,UTA,20,20,28.6,3.4,8.6,.395,1.3,3.7,.342,2.2,5.0,.434,1.7,2.1,.786,0.4,2.4,2.7,1.9,0.7,0.3,1.8,2.2,9.7
204,John Jenkins,SG,22,ATL,10,0,13.5,1.3,3.4,.382,0.4,1.7,.235,0.9,1.7,.529,0.3,0.3,1.000,0.1,1.6,1.7,0.9,0.1,0.1,0.9,0.7,3.3
205,Brandon Jennings,PG,24,DET,17,16,36.4,5.7,14.9,.382,1.6,4.6,.342,4.1,10.3,.400,2.9,3.8,.769,1.1,2.2,3.2,8.4,1.6,0.1,3.5,1.9,15.9
206,Jonas Jerebko,PF,26,DET,13,0,7.4,1.1,2.3,.467,0.2,0.8,.300,0.8,1.5,.550,0.8,1.0,.769,0.5,1.1,1.6,0.5,0.2,0.2,0.7,0.8,3.2
207,Amir Johnson,PF,26,TOR,17,15,28.1,3.9,7.0,.555,0.3,1.2,.238,3.6,5.8,.622,1.1,1.5,.720,2.3,3.9,6.2,1.2,0.5,0.8,1.5,3.7,9.1
208,Joe Johnson,SG,32,BRK,19,19,33.5,5.6,13.1,.427,1.9,4.6,.414,3.7,8.5,.435,2.8,3.4,.828,0.7,2.3,3.0,2.6,0.4,0.3,1.1,1.7,15.8
209,Orlando Johnson,SG,24,IND,19,0,13.2,1.5,3.5,.418,0.4,1.5,.276,1.1,2.0,.526,0.7,0.8,.875,0.3,1.7,2.0,0.7,0.2,0.1,0.6,0.7,4.1
210,Wesley Johnson,SF,26,LAL,18,10,24.6,3.2,7.4,.436,1.4,3.3,.441,1.8,4.1,.432,0.6,0.7,.769,0.8,2.9,3.7,1.3,1.0,1.6,1.0,3.1,8.4
211,James Jones,SF,33,MIA,5,3,10.4,1.6,3.8,.421,1.6,3.0,.533,0.0,0.8,.000,0.6,1.0,.600,0.0,0.6,0.6,0.8,0.2,0.2,0.2,0.0,5.4
212,Perry Jones,PF,22,OKC,12,0,9.2,1.3,2.3,.571,0.5,0.8,.600,0.8,1.5,.556,0.2,0.3,.500,0.3,1.4,1.8,0.3,0.2,0.4,0.4,0.7,3.3
213,Solomon Jones,PF,29,ORL,9,0,8.4,0.7,1.8,.375,0.0,0.0,,0.7,1.8,.375,0.2,0.4,.500,0.9,0.9,1.8,0.2,0.2,0.2,0.2,1.2,1.6
214,Terrence Jones,PF,22,HOU,17,12,22.9,3.8,7.4,.508,0.6,1.4,.417,3.2,6.0,.529,1.4,2.1,.686,1.9,4.5,6.4,1.0,0.2,1.2,1.1,1.8,9.5
215,DeAndre Jordan,C,25,LAC,20,20,35.3,4.0,6.5,.608,0.0,0.0,,4.0,6.5,.608,1.9,4.9,.388,4.4,8.5,12.9,1.0,1.2,2.2,1.6,3.6,9.8
216,Cory Joseph,SG,22,SAS,11,1,7.4,0.9,2.1,.435,0.1,0.2,.500,0.8,1.9,.429,1.7,2.1,.826,0.2,0.7,0.9,1.1,0.1,0.0,0.6,0.6,3.6
217,Chris Kaman,C,31,LAL,12,3,17.3,3.9,8.0,.490,0.0,0.0,,3.9,8.0,.490,0.4,0.5,.833,1.5,3.8,5.3,1.1,0.3,0.8,1.9,2.3,8.3
218,Enes Kanter,C,21,UTA,19,15,29.6,5.4,11.1,.490,0.0,0.0,,5.4,11.1,.490,2.0,2.6,.760,2.7,3.8,6.6,0.8,0.1,0.6,2.0,3.1,12.8
219,Sergey Karasev,SF,20,CLE,10,1,10.3,0.8,2.5,.320,0.4,1.4,.286,0.4,1.1,.364,0.9,1.0,.900,0.0,1.2,1.2,0.4,0.2,0.1,0.7,1.3,2.9
220,Ryan Kelly,PF,22,LAL,2,0,3.5,1.0,1.5,.667,1.0,1.5,.667,0.0,0.0,,0.0,0.5,.000,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,3.0
221,Michael Kidd-Gilchrist,SF,20,CHA,18,18,26.7,3.4,6.9,.500,0.0,0.3,.000,3.4,6.6,.521,2.2,3.3,.667,1.6,3.7,5.3,0.7,0.6,0.7,1.7,2.8,9.1
222,Andrei Kirilenko,PF,32,BRK,4,0,13.3,1.5,3.5,.429,0.0,0.0,,1.5,3.5,.429,2.8,4.8,.579,1.8,1.5,3.3,1.0,0.8,0.0,0.8,2.0,5.8
223,Brandon Knight,PG,22,MIL,10,7,22.9,3.1,8.7,.356,1.0,2.9,.345,2.1,5.8,.362,2.2,2.8,.786,0.2,2.1,2.3,4.2,0.6,0.1,2.7,1.4,9.4
224,Kyle Korver,SG,32,ATL,16,16,33.5,4.4,8.3,.530,2.8,5.3,.518,1.6,2.9,.553,0.9,1.0,.938,0.3,3.9,4.1,2.8,1.1,0.5,1.8,2.3,12.4
225,Kosta Koufos,C,24,MEM,18,5,21.9,3.2,6.8,.472,0.0,0.0,,3.2,6.8,.472,1.0,1.6,.643,2.1,4.5,6.6,0.9,0.6,1.2,1.1,2.5,7.4
226,Viacheslav Kravtsov,C,26,PHO,8,0,2.9,0.3,0.4,.667,0.0,0.0,,0.3,0.4,.667,0.3,0.5,.500,0.4,0.3,0.6,0.0,0.0,0.0,0.4,0.5,0.8
227,Ognjen Kuzmic,C,23,GSW,10,0,4.1,0.2,0.7,.286,0.0,0.0,,0.2,0.7,.286,0.1,0.3,.333,0.2,0.3,0.5,0.0,0.0,0.4,0.8,1.1,0.5
228,Doron Lamb,SG,22,ORL,7,0,9.0,0.4,1.7,.250,0.3,1.3,.222,0.1,0.4,.333,0.1,0.1,1.000,0.0,0.3,0.3,1.0,0.0,0.0,0.4,0.4,1.3
229,Jeremy Lamb,SG,21,OKC,17,0,20.4,3.8,8.1,.464,1.3,3.2,.400,2.5,4.9,.506,0.7,0.7,1.000,0.2,2.0,2.2,1.1,0.6,0.4,0.5,1.9,9.5
230,Shane Larkin,PG,21,DAL,9,0,12.2,1.1,4.0,.278,0.2,1.1,.200,0.9,2.9,.308,0.4,0.8,.571,0.2,0.8,1.0,1.7,1.2,0.0,1.2,1.1,2.9
231,Ty Lawson,PG,26,DEN,18,18,35.1,6.3,14.3,.444,1.2,3.4,.355,5.1,10.8,.472,5.4,7.2,.746,0.8,2.9,3.7,8.2,1.2,0.2,2.8,1.5,19.3
232,Ricky Ledo,SG,21,DAL,6,0,2.7,0.3,1.7,.200,0.2,0.7,.250,0.2,1.0,.167,0.3,0.3,1.000,0.0,0.3,0.3,0.2,0.0,0.0,0.3,0.2,1.2
233,Courtney Lee,SG,28,BOS,17,0,16.8,3.3,6.3,.523,0.8,1.6,.481,2.5,4.7,.538,0.4,0.5,.875,0.2,1.4,1.6,0.8,0.7,0.2,0.8,1.3,7.8
234,David Lee,PF,30,GSW,19,19,33.3,6.4,13.1,.490,0.0,0.1,.000,6.4,13.1,.492,4.2,5.1,.814,2.2,7.0,9.2,2.5,0.5,0.3,2.5,2.7,17.0
235,Alex Len,C,20,PHO,4,0,7.8,0.8,1.8,.429,0.0,0.0,,0.8,1.8,.429,0.3,0.5,.500,1.3,0.5,1.8,0.3,0.5,0.5,0.8,2.0,1.8
236,Kawhi Leonard,SF,22,SAS,18,17,27.3,4.9,9.9,.494,0.6,2.4,.227,4.3,7.4,.582,0.8,1.1,.750,1.2,5.0,6.2,1.3,2.1,0.5,1.2,1.9,11.2
237,Meyers Leonard,C,21,POR,3,0,7.0,1.0,1.3,.750,0.0,0.0,,1.0,1.3,.750,1.3,1.3,1.000,0.3,1.3,1.7,0.3,0.0,0.0,0.0,1.7,3.3
238,Jon Leuer,PF,24,MEM,9,0,13.7,2.3,5.1,.457,0.3,0.6,.600,2.0,4.6,.439,0.4,0.4,1.000,0.7,2.4,3.1,0.6,0.1,0.4,0.6,1.4,5.4
239,Rashard Lewis,SF,34,MIA,18,1,17.7,1.4,3.4,.403,0.7,2.1,.324,0.7,1.4,.520,0.5,0.7,.692,0.4,2.1,2.5,1.3,1.1,0.1,0.6,1.7,3.9
240,Damian Lillard,PG,23,POR,19,19,36.6,6.3,16.2,.391,2.7,6.9,.397,3.6,9.3,.386,4.8,5.4,.902,0.4,3.6,3.9,5.7,0.7,0.3,2.3,2.5,20.2
241,Jeremy Lin,PG,25,HOU,16,8,30.1,4.9,9.7,.503,1.4,3.7,.390,3.4,6.0,.573,4.1,5.1,.805,0.2,2.4,2.6,4.5,1.3,0.5,2.9,2.3,15.3
242,Shaun Livingston,PG,28,BRK,19,7,23.8,2.5,5.8,.436,0.0,0.1,.000,2.5,5.7,.440,2.0,2.4,.826,0.8,1.7,2.5,3.3,0.8,0.4,1.2,1.9,7.1
243,Brook Lopez,C,25,BRK,12,12,29.3,7.2,13.3,.538,0.0,0.1,.000,7.2,13.3,.541,5.3,6.6,.810,2.6,3.5,6.1,0.5,0.6,2.2,1.5,2.6,19.7
244,Robin Lopez,C,25,POR,19,19,30.2,3.4,7.1,.481,0.0,0.0,,3.4,7.1,.481,1.8,2.4,.778,4.0,4.4,8.4,0.8,0.4,1.5,1.2,2.7,8.7
245,Kevin Love,PF,25,MIN,19,19,35.8,7.7,17.6,.439,2.1,6.1,.345,5.6,11.5,.489,6.1,7.5,.811,3.8,9.8,13.6,4.1,0.8,0.3,2.6,2.1,23.7
246,Kyle Lowry,PG,27,TOR,17,17,36.5,4.5,11.1,.404,2.2,5.9,.366,2.3,5.1,.448,2.8,3.6,.787,0.8,2.8,3.6,6.6,1.8,0.2,2.3,3.5,13.9
247,John Lucas,PG,31,UTA,17,6,21.1,2.1,6.2,.343,0.9,2.9,.306,1.2,3.3,.375,0.3,0.4,.714,0.4,0.9,1.4,1.6,0.3,0.0,0.8,1.2,5.4
248,Shelvin Mack,PG,24,ATL,14,0,16.2,2.4,5.4,.447,0.6,1.5,.381,1.9,3.9,.473,0.6,0.9,.750,0.1,1.1,1.3,2.9,0.8,0.0,0.6,1.6,6.1
249,Ian Mahinmi,C,27,IND,18,0,15.4,0.8,2.0,.389,0.0,0.0,,0.8,2.0,.389,1.2,1.8,.667,1.1,1.9,3.1,0.2,0.5,0.8,0.9,2.6,2.8
250,Shawn Marion,SF,35,DAL,20,20,32.7,4.7,10.5,.450,0.9,2.6,.353,3.8,7.9,.481,1.3,1.6,.781,1.8,5.5,7.3,1.9,1.4,0.9,1.4,1.9,11.6
251,Cartier Martin,SF,29,ATL,20,2,20.1,2.4,6.2,.379,1.5,3.9,.385,0.9,2.3,.370,1.2,1.4,.821,0.2,2.0,2.1,0.9,0.7,0.2,0.9,1.8,7.4
252,Kenyon Martin,PF,36,NYK,16,8,18.3,1.7,3.2,.529,0.0,0.1,.000,1.7,3.1,.540,0.3,0.6,.444,1.1,2.9,4.0,1.9,0.8,0.7,0.5,2.2,3.6
253,Kevin Martin,SG,30,MIN,18,18,35.2,7.3,17.4,.422,2.5,5.7,.441,4.8,11.7,.412,6.0,6.4,.939,0.6,3.2,3.8,2.3,1.1,0.1,1.7,1.8,23.2
254,Roger Mason,SG,33,MIA,7,1,12.7,1.1,3.4,.333,0.9,2.3,.375,0.3,1.1,.250,0.4,0.4,1.000,0.1,1.0,1.1,0.9,0.4,0.1,0.6,1.3,3.6
255,Wesley Matthews,SG,27,POR,19,19,34.3,5.8,10.8,.534,2.7,5.5,.500,3.1,5.4,.569,2.1,2.7,.784,0.8,3.6,4.4,1.8,1.1,0.2,1.4,2.0,16.4
256,Jason Maxiell,PF,30,ORL,14,11,19.4,2.4,4.7,.500,0.0,0.0,,2.4,4.7,.500,0.5,0.9,.538,1.0,2.0,3.0,0.3,0.2,0.6,0.5,1.9,5.2
257,Eric Maynor,PG,26,WAS,17,0,10.9,1.2,3.6,.328,0.5,1.1,.421,0.7,2.5,.286,0.1,0.1,.500,0.4,0.9,1.4,2.1,0.3,0.1,0.9,0.6,2.9
258,O.J. Mayo,SG,26,MIL,18,17,30.9,5.4,13.1,.411,1.9,4.6,.415,3.5,8.6,.409,2.2,2.3,.929,0.7,2.7,3.4,2.7,0.7,0.1,2.6,2.4,14.8
259,Luc Mbah a Moute,SF-PF,27,TOT,11,5,21.8,1.6,3.6,.450,0.1,0.3,.333,1.5,3.4,.459,0.8,1.5,.563,1.3,2.0,3.3,1.5,0.9,0.6,0.6,1.8,4.2
